"lemmatizedAbstract","abstract","source"
"We report the case of a 61 - year old patient with no particular previous history who complain of pain with paraesthesia at the level of the anterolateral compartment of the leave leg irradiate to the dorsal side of the ankle and the foot which last over six month. this pain be make bad by effort. Clinical examination show partial sensitivity deficit and positive Tinel's sign in the territory of the superficial peroneal nerve ( A ). Electromyography ( EMG ) confirm peroneal nerve involvement with decrease amplitude of sensory potential. X - ray rule out the presence of a underlie osteo articular cause ( B ). Ultrasound objectify good - define homogeneous tissue formation ( C ) while MRI show fusiform mass center on the nerve with contrast - enhance T1 - weight hyposignal and T2 - weight hypersignal ( have ). Conservative surgical resection with spare of nerve fascicle ( E, F ) and anatomopathological examination confirm the diagnosis of benign schwannoma ( G ). At 1 - month follow - up, symptom have disappear with sensitivity conservation in the territory of this nerve. The diagnosis of schwannoma be difficult due to the absence of swell and because schwannoma may mimic entrapment neuropathy, as in the case of our patient. Schwannomas be resectable peripheral nerve tumor. Their prognosis be excellent after adapt surgical treatment with spare of nerve fascicle. keyword: Schwannoma; entrapment neuropathy; superficial peroneal nerve","We report the case of a 61-year old patient with no particular previous history who complained of pain with paraesthesias at the level of the anterolateral compartment of the left leg irradiating to the dorsal side of the ankle and the foot which lasted over six months. These pains were made worse by effort. Clinical examination showed partial sensitivity deficit and positive Tinel's sign in the territory of the superficial peroneal nerve (A). Electromyography (EMG) confirmed peroneal nerve involvement with decreased amplitude of sensory potentials. X-ray ruled out the presence of an underlying osteo articular cause (B). Ultrasound objectified well-defined homogeneous tissue formation (C) while MRI showed fusiform mass centered on the nerve with contrast-enhanced T1-weighted hyposignal and T2-weighted hypersignal (D). Conservative surgical resection with sparing of nerve fascicles (E,F) and anatomopathological examination confirmed the diagnosis of benign schwannoma (G). At 1-month follow-up, symptoms had disappeared with sensitivity conservation in the territory of this nerve. The diagnosis of schwannoma is difficult due to the absence of swelling and because schwannoma may mimic entrapment neuropathy, as in the case of our patient. Schwannomas are resectable peripheral nerve tumors. Their prognosis is excellent after adapted surgical treatment with sparing of nerve fascicles.
KEYWORDS:

Schwannoma; entrapment neuropathy; superficial peroneal nerve","PubMed"
"BACKGROUND: The treatment of Morton's neuroma ( MN ) can be operative, conservative and infiltrative. Our aim be the evaluation of evidence on outcome with different type of conservative, infiltrative and surgical treatment in patient affect by primary MN. method: The bibliographic search be conduct in MEDLINE, Cochrane Library, DARE. Only study in English be collect. The last search be in August 2015. Case series and randomize control trial ( RCTs ) assess patients' satisfaction or pain improvement at a average follow - up of at less 6 month after treatment of primary MN be include. Two reviewer select the study, evaluate their methodological quality, and retrieve datum independently. result: Of 283 title find, only 29 meet the inclusion criterion. datum show good outcome with operative treatment. conclusion: The evaluate case series and few RCTs show good result with invasive treatment. much and good RCTs which evaluate risk - benefit ratio be require to confirm this result. Copyright? 2017 European Foot and Ankle Society. publish by Elsevier Ltd. All right reserve. keyword: Conservative; Infiltrative; Morton? s neuroma; Surgery; Treatment","BACKGROUND:

The treatment of Morton's neuroma (MN) can be operative, conservative and infiltrative. Our aim was the evaluation of evidence on outcomes with different types of conservative, infiltrative and surgical treatment in patients affected by primary MN.
METHODS:

The bibliographic search was conducted in MEDLINE, Cochrane Library, DARE. Only studies in English were collected. The last search was in August 2015. Case series and randomized controlled trials (RCTs) assessing patients' satisfaction or pain improvement at an average follow-up of at least 6 months after treatment of primary MN were included. Two reviewers selected the studies, evaluated their methodological quality, and retrieved data independently.
RESULTS:

Of 283 titles found, only 29 met the inclusion criteria. Data showed better outcomes with operative treatment.
CONCLUSIONS:

The evaluated case series and few RCTs showed better results with invasive treatment. More and better RCTs which evaluate risk-benefit ratio are required to confirm these results.

Copyright ? 2017 European Foot and Ankle Society. Published by Elsevier Ltd. All rights reserved.
KEYWORDS:

Conservative; Infiltrative; Morton?s neuroma; Surgery; Treatment","PubMed"
"Morton's neuroma be one of the much common cause of metatarsalgia. Despite this, it remain little study, as the diagnosis be clinical with no reliable instrumental diagnostics, and each study may deal with incorrect diagnosis or inappropriate treatment, which be difficult to verify. The present literature review cross all key point, from diagnosis to surgical and nonoperative treatment, and recurrence. Nonoperative treatment be successful in a limit percentage of case, but it can be adequate in that who want to delay or avoid surgery. Dorsal or plantar approach be describe for surgical treatment, both with strength and weakness that will be scan. failure be relate to wrong diagnosis, wrong interspace, failure to divide the transverse metatarsal ligament, too distal resection of common plantar digital nerve, a association of tarsal tunnel syndrome and incomplete removal. A deep knowledge of the cause and presentation of failure be need to surgically face recurrence. Copyright? 2017 European Foot and Ankle Society. publish by Elsevier Ltd. All right reserve. keyword: Civinini; Interdigital neuroma; Metatarsalgia; Morton","Morton's neuroma is one of the most common causes of metatarsalgia. Despite this, it remains little studied, as the diagnosis is clinical with no reliable instrumental diagnostics, and each study may deal with incorrect diagnosis or inappropriate treatment, which are difficult to verify. The present literature review crosses all key points, from diagnosis to surgical and nonoperative treatment, and recurrences. Nonoperative treatment is successful in a limited percentage of cases, but it can be adequate in those who want to delay or avoid surgery. Dorsal or plantar approaches were described for surgical treatment, both with strengths and weaknesses that will be scanned. Failures are related to wrong diagnosis, wrong interspace, failure to divide the transverse metatarsal ligament, too distal resection of common plantar digital nerve, an association of tarsal tunnel syndrome and incomplete removal. A deep knowledge of the causes and presentation of failures is needed to surgically face recurrences.

Copyright ? 2017 European Foot and Ankle Society. Published by Elsevier Ltd. All rights reserved.
KEYWORDS:

Civinini; Interdigital neuroma; Metatarsalgia; Morton","PubMed"
"Background: There be limit evidence for define what specific method or method should be use to clinically influence clinical decision make for forefoot neuroma. The aim of this study be to develop a clinical assessment protocol that have agree expert consensus for the clinical diagnosis of forefoot neuroma. method: A four - round Delphi consensus study be complete with 16 expert health professional from either a clinical or clinical academic background, follow completion of a structure literature review. Clinical experience range from 5 to 34 year ( mean: 19.5 year ). Consensus be seek on the optimal method to achieve the clinical diagnosis of forefoot neuroma. Round 1 seek individual input with a open end question. This develop a list of recommendation. Round 2 and 3 ask the participant to accept or reject each of the recommendation in the list in relation to the question: "" What be the good way to clinically diagnose neuroma in the forefoot? "" vote that be equal to or great than 60 % be accept into the next round; participant's vote equal to or little then 20 % be exclude. The remain participant's vote between 20 to 60 % be accept and place into the follow round for vote. Round 4 ask the participant to rank the list of recommendation accord to the strength of recommendation they would give in relation to the question: "" What be the good way to clinically diagnose neuroma in the forefoot? "" The recruitment and Delphi round be conduct through email. result: In round 1, the 16 participant identify 68 recommendation for the clinical diagnosis of forefoot neuroma. In round 2, 27 recommendation be accept, 11 recommendation be reject and 30 recommendation be assign to be re - vote on. In round 3, 36 recommendation be accept, 22 recommendation be reject and 11 recommendation be assign to be re - vote on. In round 4, 21 recommendation be select by the participant to form the expert derive clinical assessment protocol for the clinical diagnosis of forefoot neuroma. From this 21 recommendation, a set of theme be establish: location of pain, non weight bear sensation, weight bear sensation, observation, test and image. Conclusion: follow the identification of 21 method recommendation, a core set of clinical diagnostic method have be prepare as a clinical assessment protocol for the diagnosis of forefoot neuroma. base on expert opinion, the core set will assist clinician in form a clear diagnosis of forefoot neuroma. keyword: Consensus; Delphi; Diagnosis; Forefoot neuroma; Protocol; test","Background:

There is limited evidence for defining what specific method or methods should be used to clinically influence clinical decision making for forefoot neuroma. The aim of this study was to develop a clinical assessment protocol that has agreed expert consensus for the clinical diagnosis of forefoot neuroma.
Methods:

A four-round Delphi consensus study was completed with 16 expert health professionals from either a clinical or clinical academic background, following completion of a structured literature review. Clinical experience ranged from 5 to 34 years (mean: 19.5 years). Consensus was sought on the optimal methods to achieve the clinical diagnosis of forefoot neuroma. Round 1 sought individual input with an open ended question. This developed a list of recommendations. Round 2 and 3 asked the participants to accept or reject each of the recommendations in the list in relation to the question: ""What is the best way to clinically diagnose neuroma in the forefoot?"" Votes that were equal to or greater than 60% were accepted into the next round; participant's votes equal to or less then 20% were excluded. The remaining participant's votes between 20 to 60% were accepted and placed into the following round for voting. Round 4 asked the participants to rank the list of recommendations according to the strength of recommendation they would give in relation to the question: ""What is the best way to clinically diagnose neuroma in the forefoot?"" The recruitment and Delphi rounds were conducted through email.
Results:

In round 1, the 16 participants identified 68 recommendations for the clinical diagnosis of forefoot neuroma. In round 2, 27 recommendations were accepted, 11 recommendations were rejected and 30 recommendations were assigned to be re-voted on. In round 3, 36 recommendations were accepted, 22 recommendations were rejected and 11 recommendations were assigned to be re-voted on. In round 4, 21 recommendations were selected by the participants to form the expert derived clinical assessment protocol for the clinical diagnosis of forefoot neuroma. From these 21 recommendations, a set of themes were established: location of pain, non weight bearing sensation, weight bearing sensation, observations, tests and imaging.
Conclusion:

Following the identification of 21 method recommendations, a core set of clinical diagnostic methods have been prepared as a clinical assessment protocol for the diagnosis of forefoot neuroma. Based on expert opinion, the core set will assist clinicians in forming a clearer diagnosis of forefoot neuroma.
KEYWORDS:

Consensus; Delphi; Diagnosis; Forefoot neuroma; Protocol; Tests","PubMed"
"BACKGROUND: The purpose of this paper be to assess pain, function and complication after decompression of Mortons neuroma use a minimally invasive dorsal approach. METHOD AND result: 16 patient who undergo 19 decompression be follow - up for 18 month. Pain be assess with the visual analog scale ( va ), and function be assess with the American Orthopedic Foot and Ankle Society ( AOFAS ) scale. datum be analyze with the Student t test for relate sample, which yield a p value 0. 05. The possible postoperative complication assess be: skin problem, infection, wind dehiscence, delay bone heal and recurrence. CONCLUSION: Minimally invasive decompression of Mortons neuroma be a procedure that provide pain relief and improvement in function, with a low complication rate. keyword: Mortons neuroma; function; intermetatarsal ligament; minimally invasive; percutaneous osteotomy","BACKGROUND:

The purpose of this paper is to assess pain, function and complications after decompression of Mortons neuroma using a minimally invasive dorsal approach.
METHOD AND RESULTS:

16 patients who underwent 19 decompressions were followed-up for 18 months. Pain was assessed with the visual analog scale (VAS), and function was assessed with the American Orthopedic Foot and Ankle Society (AOFAS) scale. Data was analyzed with the Student t test for related samples, which yielded a p value 0.05. The possible postoperative complications assessed were: skin problems, infections, wound dehiscence, delayed bone healing and recurrence.
CONCLUSION:

Minimally invasive decompression of Mortons neuroma is a procedure that provides pain relief and improvement in function, with a low complication rate.
KEYWORDS:

Mortons neuroma; function; intermetatarsal ligament; minimally invasive; percutaneous osteotomy","PubMed"
"BACKGROUND: In the dorsal incisional approach for Morton's neuroma, it be require to transect the deep transverse metatarsal ligament ( DTML ) that lie in the interspace between the 3 and 4 metatarsal head. The purpose of this study be to evaluate the relationship between transection of the DTML in the 3 intermetatarsal space and the metatarsal alignment. method: Nine human cadaveric low extremity limb be use for this study. Each limb be mount to the mt 858 Mini Bionix biomechanical test system and load to 120 % of the donor's document body weight at a rate of 15 lbf / s, in order to simulate peak weightbearing grind reactive force on the forefoot. Preoperative and immediate postoperative radiograph be obtain. Cyclic load be then perform to simulate 1 month of full weightbearing. radiograph be repeat and metatarsal alignment be analyze. result: A statistically significant difference be note with intermetatarsal angle ( IMA ) 1 - 2 and IMA 1 - 4. The IMA 1 - 2 after 1 month cycle time show statistical significant difference from that find immediately postoperatively ( P <. 05 ). Average increase in IMA 1 - 2 from preoperative to 1 month cycle time be 2. 18ø. The power of the analysis for IMA 1 - 2 be 0. 992. regard the IMA 1 - 4, datum record at 1 week and 1 month cycle time show a statistically significant difference compare to the preoperative IMA 1 - 4 ( P <. 05 ). Average increase in IM 1 - 4 angle from preoperative to 1 month cycle time be a increase of 1. 79ø. The power of the analysis for IM 1 - 4 angle be 0. 953. CONCLUSION: Technically, 2. 18ø increase in IMA 1 - 2 or 1. 79ø increase in IM 1 - 4 would be consider a abnormal widen of the forefoot, but clinically, this value can not be detect; nor should they deter a surgeon or patient from undergo a Morton's neurectomy via a dorsal incisional approach. level OF EVIDENCE: Level V: Cadaveric study. keyword: Morton? s neuroma; forefoot; nerve compression syndrome; neurological problem; neuroma ( nerve tumor )","BACKGROUND:

In the dorsal incisional approach for Morton's neuroma, it is required to transect the deep transverse metatarsal ligament (DTML) that lies in the interspace between the third and fourth metatarsal heads. The purpose of this study was to evaluate the relationship between transection of the DTML in the third intermetatarsal space and the metatarsal alignment.
METHODS:

Nine human cadaveric lower extremity limbs were used for this study. Each limb was mounted to the MTS 858 Mini Bionix biomechanical test system and loaded to 120% of the donor's documented body weight at a rate of 15 lbf/s, in order to simulate peak weightbearing ground reactive forces on the forefoot. Preoperative and immediate postoperative radiographs were obtained. Cyclic loading was then performed to simulate 1 month of full weightbearing. Radiographs were repeated and metatarsal alignment was analyzed.
RESULTS:

A statistically significant difference was noted with intermetatarsal angle (IMA) 1-2 and IMA 1-4. The IMA 1-2 after 1 month cycling time showed statistical significant difference from those found immediately postoperatively (P < .05). Average increase in IMA 1-2 from preoperative to 1 month cycling time was 2.18ø. The power of the analyses for IMA 1-2 was 0.992. Regarding the IMA 1-4, data recorded at 1 week and 1 month cycling times showed a statistically significant difference compared to the preoperative IMA 1-4 (P < .05). Average increase in IM 1-4 angles from preoperative to 1 month cycling time was an increase of 1.79ø. The power of the analyses for IM 1-4 angles was 0.953.
CONCLUSION:

Technically, 2.18ø increase in IMA 1-2 or 1.79ø increase in IM 1-4 would be considered an abnormal widening of the forefoot, but clinically, these values could not be detected; nor should they deter a surgeon or patient from undergoing a Morton's neurectomy via a dorsal incisional approach.
LEVELS OF EVIDENCE:

Level V: Cadaveric study.
KEYWORDS:

Morton?s neuroma; forefoot; nerve compression syndromes; neurological problems; neuromas (nerve tumors)","PubMed"
"BACKGROUND: Morton's neuroma be one of the common cause of forefoot pain. In the present study, hyaluronic acid injection be perform on patient to determine the efficacy and adverse effect of hyaluronic acid in management of Morton's neuroma. method: Eighty - three patient with Morton's neuroma in their 3 intermetatarsal space with definite Mulder's click be include in the study. that with severe forefoot deformity such as forefoot cavus or hallux valgus on plain X - ray be exclude. Ultrasound - guide hyaluronic acid injection be perform on all patient weekly for 3 week. Pain during walk use visual analogue scale ( va ) and AOFAS Forefoot Scale be prospectively evaluate preinjection, and at 2, 4, 6, 12 month postinjection. result: Significant improvement in va and AOFAS Forefoot Scale be see overall at 2 month after hyaluronic acid injection ( P <. 05 ). Then, there be almost no change after 4 month, continue until 12 month. The mean va be decrease from 73.1 initially to 23.0 at 12 month and AOFAS Forefoot Scale be increase from 32.2 to 86. 5. There be no complication which occur. CONCLUSION: In the present study, ultrasound - guide hyaluronic injection be clinically effective for pain relief and functional improvement for at less 12 month in patient with Morton's neuroma. However, numbness associate with Morton's neuroma should be address much cautiously since it may persist without much improvement. LEVEL OF EVIDENCE: Level IV, retrospective case series. keyword: Morton? s neuroma; conservative treatment; hyaluronic acid","BACKGROUND:

Morton's neuroma is one of the common causes of forefoot pain. In the present study, hyaluronic acid injection was performed on patients to determine the efficacy and adverse effects of hyaluronic acid in management of Morton's neuroma.
METHODS:

Eighty-three patients with Morton's neuroma in their third intermetatarsal space with definite Mulder's click were included in the study. Those with severe forefoot deformities such as forefoot cavus or hallux valgus on plain X-rays were excluded. Ultrasound-guided hyaluronic acid injections were performed on all patients weekly for 3 weeks. Pain during walking using visual analogue scale (VAS) and AOFAS Forefoot Scale were prospectively evaluated preinjection, and at 2, 4, 6, 12 months postinjection.
RESULTS:

Significant improvement in VAS and AOFAS Forefoot Scale were seen overall at 2 months after hyaluronic acid injections ( P < .05). Then, there were almost no changes after 4 months, continuing until 12 months. The mean VAS was decreased from 73.1 initially to 23.0 at 12 months and AOFAS Forefoot Scale was increased from 32.2 to 86.5. There were no complications which occurred.
CONCLUSION:

In the present study, ultrasound-guided hyaluronic injection was clinically effective for pain relief and functional improvement for at least 12 months in patients with Morton's neuroma. However, numbness associated with Morton's neuroma should be addressed more cautiously since it may persist without much improvement.
LEVEL OF EVIDENCE:

Level IV, retrospective case series.
KEYWORDS:

Morton?s neuroma; conservative treatment; hyaluronic acid","PubMed"
"PURPOSE: Morton's neuroma ( MN ) be a lead cause of disability. The purpose of this study be to investigate the effectiveness of radiofrequency ( RF ) in patient with chronic pain refractory to conservative therapy. method: Between September 2012 and December 2016, RF be perform on 52 patient. A sterile RF needle probe ( 22G, 5 - cm needle with 10 - mm electrode active tip ) be insert between the toe into the intermetatarsal space at the center of the lesion. Potential complication of the intervention and post - procedure care be examine. All patient provide write, inform consent. All percutaneous procedure be perform with the NeuroTherm? NT1100 ( Neurotherm Inc., be. ) device and use ultrasound guidance ( Philips IU22 ). Continuous RF be perform with one cycle of 90 s and with the probe tip maintain a temperature of 85 øC ( impedance 95 - 210 mê ). result: Mean va score before the procedure be 9.0 ñ 0. 6. A reduction of pain intensity be achieve after 1 week by RF ( mean va score 3.7 ñ 0. 9; p < 0. 05 ), with a stabilization of the painful symptomatology in the follow month and after 1 year of treatment ( mean va score 2.0 ñ 0.4 after 12 month, p < 0. 05 ). The FHSQ score show improve quality of life ( QOL ) in all patient at 6 month ( p < 0. 05 ) and 1 year ( p < 0. 05 ) of RF. No patient develop complication. conclusion: RF be a safe, efficient, and minimally invasive technique for the treatment of symptomatic MN. keyword: Chronic pain; Foot pain; Morton? s neuroma; Radiofrequency","PURPOSE:

Morton's neuroma (MN) is a leading cause of disability. The purpose of this study was to investigate the effectiveness of radiofrequency (RF) in patients with chronic pain refractory to conservative therapies.
METHODS:

Between September 2012 and December 2016, RF was performed on 52 patients. A sterile RF needle probe (22G, 5-cm needle with 10-mm electrode active tip) was inserted between the toes into the intermetatarsal space at the center of the lesion. Potential complications of the intervention and post-procedure care were examined. All patients provided written, informed consent. All percutaneous procedures were performed with the NeuroTherm? NT1100 (Neurotherm Inc., M.) device and using ultrasound guidance (Philips IU22). Continuous RF was performed with one cycle of 90 s and with the probe tip maintaining a temperature of 85 øC (impedance 95-210 mê).
RESULTS:

Mean VAS score before the procedures was 9.0 ñ 0.6. A reduction of pain intensity was achieved after 1 week by RF (mean VAS scores 3.7 ñ 0.9; p < 0.05), with a stabilization of the painful symptomatology in the following months and after 1 year of treatments (mean VAS scores 2.0 ñ 0.4 after 12 months, p < 0.05). The FHSQ scores showed improved quality of life (QOL) in all patients at 6 months (p < 0.05) and 1 year (p < 0.05) of RF. No patients developed complications.
CONCLUSIONS:

RF is a safe, efficient, and minimally invasive technique for the treatment of symptomatic MN.
KEYWORDS:

Chronic pain; Foot pain; Morton?s neuroma; Radiofrequency","PubMed"
"a unusual case of solitary benign schwannoma of the foot be present. Clinical examination, magnetic resonance image, and intraoperative finding all confirm the suspicion of a ganglion cyst. After attempt aspiration fail to produce any aspirate, excisional biopsy be perform. The pathology report confirm schwannoma with hematoxylin and eosin stain and subsequently reaffirm with positive S100 protein stain. Even though schwannoma of the foot have be report in the literature, this be a unusual case, as the lesion be present as a superficial, ganglion cyst - like lesion on the bottom of the foot.","An unusual case of solitary benign schwannoma of the foot is presented. Clinical examination, magnetic resonance imaging, and intraoperative findings all confirm the suspicion of a ganglion cyst. After attempted aspiration failed to produce any aspirate, excisional biopsy was performed. The pathology report confirms schwannoma with hematoxylin and eosin stain and subsequently reaffirmed with positive S100 protein stain. Even though schwannoma of the foot had been reported in the literature, this was an unusual case, as the lesion was presented as a superficial, ganglion cyst-like lesion on the bottom of the foot.","PubMed"
"BACKGROUND: The effectiveness of corticosteroid injection for the treatment of Morton's neuroma be unclear. In addition, much of the study relate to it be case - control or retrospective case series. The purpose of this study be to compare the effectiveness between corticosteroid injection associate with local anesthetic and local anesthetic alone ( placebo control group ) for the treatment of Morton's neuroma. method: Forty - one patient with a diagnosis of Morton's neuroma be randomize to receive 3 injection of either a corticosteroid plus a local anesthetic or a local anesthetic alone. The patient and the researcher who collect datum be blind to the treatment group. The visual analog scale for pain and the American Orthopaedic Foot & Ankle Score ( metatarsophalangeal / interphalangeal score ) be obtain at baseline, after each injection, and at 3 and 6 month after the last injection. result: There be no significant between - group difference in term of pain and function improvement at 3 and 6 month after treatment completion in comparison with baseline value. At the end of the study, 17 ( 48. 5 % ) patient request surgical excision of the neuroma: 7 ( 44 % ) in the experimental group and 10 ( 53 % ) in the control group ( P = 1. 0 ). CONCLUSION: The injection of a corticosteroid plus a local anesthetic be not superior to a local anesthetic alone in term of pain and function improvement in patient with Morton's neuroma. LEVEL OF EVIDENCE: Level I, randomize control trial. keyword: Morton? s neuroma; corticosteroid; injection; local anesthetic","BACKGROUND:

The effectiveness of corticosteroid injection for the treatment of Morton's neuroma is unclear. In addition, most of the studies related to it are case-control or retrospective case series. The purpose of this study was to compare the effectiveness between corticosteroid injection associated with local anesthetic and local anesthetic alone (placebo control group) for the treatment of Morton's neuroma.
METHODS:

Forty-one patients with a diagnosis of Morton's neuroma were randomized to receive 3 injections of either a corticosteroid plus a local anesthetic or a local anesthetic alone. The patients and the researcher who collected data were blinded to the treatment groups. The visual analog scale for pain and the American Orthopaedic Foot & Ankle Score (metatarsophalangeal/interphalangeal score) were obtained at baseline, after each injection, and at 3 and 6 months after the last injection.
RESULTS:

There were no significant between-group differences in terms of pain and function improvement at 3 and 6 months after treatment completion in comparison with baseline values. At the end of the study, 17 (48.5%) patients requested surgical excision of the neuroma: 7 (44%) in the experimental group and 10 (53%) in the control group ( P = 1.0).
CONCLUSION:

The injection of a corticosteroid plus a local anesthetic was not superior to a local anesthetic alone in terms of pain and function improvement in patients with Morton's neuroma.
LEVEL OF EVIDENCE:

Level I, randomized controlled trial.
KEYWORDS:

Morton?s neuroma; corticosteroid; injection; local anesthetic","PubMed"
