"lemmatizedAbstract","abstract","source"
"Skeletal muscle usually cramp at short length, where the tension that can be exert by muscle fiber be low. Since high tension be a important anabolic stimulus, it be questionable if cramp can induce hypertrophy and strength gain. In the present study we investigate if electrically induce cramp ( EIMCs ) can elicit this adaptation. method: 15 healthy male adult be randomly assign to a intervention ( IG; n=10 ) and a control group ( CG; n=5 ). The cramp protocol ( CP ) apply twice a week to one leg of the IG, consist of 3x6 EIMCs, of 5 s each. Calf muscle of the opposite leg be stimulate equally, but be hinder from cramp by fixate the ankle at 0ø plantar flexion ( nCP ). result: After six week, the cross sectional area of the triceps sura be similarly increase in both the CP ( +9. 0ñ3. 4 % ) and the nCP ( +6. 8ñ3. 7 % ). By contrast, force of maximal voluntary contraction, measure at 0ø and 30ø plantar flexion, increase significantly only in nCP ( 0ø: +8. 5ñ8. 8 %; 30ø: 11. 7ñ13. 7 % ). CONCLUSION: The present datum indicate that muscle cramp can induce hypertrophy in calf muscle, though lack high tension as a important anabolic stimulus.","Skeletal muscles usually cramp at short lengths, where the tension that can be exerted by muscle fibers is low. Since high tension is an important anabolic stimulus, it is questionable if cramps can induce hypertrophy and strength gains. In the present study we investigated if electrically induced cramps (EIMCs) can elicit these adaptations.
METHODS:

15 healthy male adults were randomly assigned to an intervention (IG; n=10) and a control group (CG; n=5). The cramp protocol (CP) applied twice a week to one leg of the IG, consisted of 3x6 EIMCs, of 5 s each. Calf muscles of the opposite leg were stimulated equally, but were hindered from cramping by fixating the ankle at 0ø plantar flexion (nCP).
RESULTS:

After six weeks, the cross sectional area of the triceps surae was similarly increased in both the CP (+9.0ñ3.4%) and the nCP (+6.8ñ3.7%). By contrast, force of maximal voluntary contractions, measured at 0ø and 30ø plantar flexion, increased significantly only in nCP (0ø: +8.5ñ8.8%; 30ø: 11.7ñ13.7%).
CONCLUSION:

The present data indicate that muscle cramps can induce hypertrophy in calf muscles, though lacking high tension as an important anabolic stimulus.","PubMed"
"BACKGROUND: The purpose of this study be to elucidate the effect of injection at trigger point on pain and sleep disturbance in patient with nocturnal calf cramp ( NCCs ). method: patient with NCCs that occur at less once per week and who have myofascial trigger point ( MTrPs ) on the gastrocnemius muscle be enroll in the study for 9 month. At the first visit ( T0 ), we measure the intensity of NCC pain on a 11 - point numeric rate scale, record the frequency of NCCs, and calculate the Insomnia Severity Index ( ISI ). We then check for MTrPs on the gastrocnemius muscle and inject 1 - 2 mL of 0. 25 % lidocaine into each of the trigger point. At 1 ( T1 ), 2 ( T2 ), and 4 ( T3 ) week after the first visit, we repeat the process perform at T0. result: Twelve patient complete the treatment schedule and attend the follow - up visit. Mean value of the numeric rate scale pain score, frequency of cramp, and ISI decline significantly at T1, T2, and T3 compare with baseline ( all P <. 01 ). Of 12 patient, 10 have clinical insomnia before treatment, and this numb decrease significantly to 3 patient at T2 and 1 patient at T3 ( P = .012 and P =. 001, respectively ). conclusion: this preliminary datum show that injection at MTrPs in patient with NCCs not only alleviate pain and reduce the frequency of cramp but also lessen the severity of insomnia as measure by the ISI. A large randomize control trial be need to confirm this finding and determine whether the effect last over the long term.? Copyright 2015 by the American Board of Family Medicine. keyword: Insomnia; Muscle Cramp; Myofascial Pain syndrome","BACKGROUND:

The purpose of this study was to elucidate the effects of injection at trigger points on pain and sleep disturbance in patients with nocturnal calf cramps (NCCs).
METHODS:

Patients with NCCs that occurred at least once per week and who had myofascial trigger points (MTrPs) on the gastrocnemius muscles were enrolled in the study for 9 months. At the first visit (T0), we measured the intensity of NCC pain on an 11-point numeric rating scale, recorded the frequency of NCCs, and calculated the Insomnia Severity Index (ISI). We then checked for MTrPs on the gastrocnemius muscles and injected 1-2 mL of 0.25% lidocaine into each of the trigger points. At 1 (T1), 2 (T2), and 4 (T3) weeks after the first visit, we repeated the process performed at T0.
RESULTS:

Twelve patients completed the treatment schedule and attended the follow-up visits. Mean values of the numeric rating scale pain score, frequency of cramps, and ISI declined significantly at T1, T2, and T3 compared with baseline (all P < .01). Of 12 patients, 10 had clinical insomnia before treatment, and this number decreased significantly to 3 patients at T2 and 1 patient at T3 (P = .012 and P = .001, respectively).
CONCLUSIONS:

These preliminary data show that injection at MTrPs in patients with NCCs not only alleviated pain and reduced the frequency of cramps but also lessened the severity of insomnia as measured by the ISI. A larger randomized controlled trial is needed to confirm these findings and determine whether the effect lasts over the long term.

? Copyright 2015 by the American Board of Family Medicine.
KEYWORDS:

Insomnia; Muscle Cramp; Myofascial Pain Syndromes","PubMed"
"BACKGROUND AND objective: Pregnancy trigger a wide range of change in a woman's body lead to various musculoskeletal dysfunction. much commonly report musculoskeletal discomfort by pregnant woman be low back pain and symphysis pubis pain. The culture and the environmental factor may influence the discomfort experience by a pregnant woman. There be a dearth of literature in India, regard the common musculoskeletal dysfunction experience by a pregnant woman, and hence this study. METHOD: A questionnaire to identify the musculoskeletal dysfunction be develop; content be validate and be translate to local language through parallel back translation. 261 primiparous pregnant woman participate in the study and fill the questionnaire in their native language. result: Among the musculoskeletal dysfunction report by the pregnant woman, 64. 6 % report calf muscle cramp, 37. 1 % report foot pain, and 33. 7 % experience low back pain in their 3 trimester. In the 2 trimester, common musculoskeletal dysfunction experience by the woman be that of calf pain ( 47. 8 % ), low back pain ( 42 % ), and pelvic girdle pain ( 37 % ). CONCLUSION: Musculoskeletal dysfunction and general discomfort very commonly affect the activity of daily live of pregnant woman. understand the common discomfort during various trimester of pregnancy will help to develop a comprehensive program for prevention and cure.","BACKGROUND AND OBJECTIVES:

Pregnancy triggers a wide range of changes in a woman's body leading to various musculoskeletal dysfunctions. Most commonly reported musculoskeletal discomforts by pregnant women are low back pain and symphysis pubis pain. The culture and the environmental factors may influence the discomforts experienced by a pregnant woman. There is a dearth of literature in India, regarding the common musculoskeletal dysfunctions experienced by a pregnant woman, and hence this study.
METHOD:

A questionnaire to identify the musculoskeletal dysfunction was developed; content was validated and was translated to local languages through parallel back translation. 261 primiparous pregnant women participated in the study and filled the questionnaire in their native language.
RESULTS:

Among the musculoskeletal dysfunctions reported by the pregnant women, 64.6% reported calf muscle cramps, 37.1% reported foot pain, and 33.7% experienced low back pain in their third trimester. In the second trimester, common musculoskeletal dysfunctions experienced by the women were that of calf pain (47.8%), low back pain (42%), and pelvic girdle pain (37%).
CONCLUSION:

Musculoskeletal dysfunctions and general discomforts very commonly affect the activities of daily living of pregnant women. Understanding the common discomforts during various trimesters of pregnancy will help to develop a comprehensive program for prevention and cure.","PubMed"
"Leg pain and discomfort be common complaint in any primary physician's clinic. Two common cause of pain or discomfort in leg be nocturnal leg cramp ( NLC ) and restless leg syndrome ( RLS ). NLC present as painful and sudden contraction mostly in part of the calf. Diagnosis of NLC be mainly clinical and sometimes involve investigation to rule out other mimic. RLS be a condition characterize by the discomfort or urge to move the low limb, which occur at rest or in the even / night. The similarity of RLS and leg cramp pose the issue of error in diagnose and differentiate the two. In this paper we review the pathopysiology of each entity and their diagnosis as good as treatment. The two condition be then compare to appreciate the difference and similarity. Finally, suggestion be recommend for complete assessment. keyword: movement disorder; nocturnal leg cramp; periodic limb movement; restless leg syndrome; willis ekbom disease","Leg pain and discomfort are common complaints in any primary physician's clinic. Two common causes of pain or discomfort in legs are nocturnal leg cramps (NLC) and restless leg syndrome (RLS). NLC present as painful and sudden contractions mostly in part of the calf. Diagnosis of NLC is mainly clinical and sometimes involves investigations to rule out other mimics. RLS is a condition characterized by the discomfort or urge to move the lower limbs, which occurs at rest or in the evening/night. The similarity of RLS and leg cramps poses the issue of errors in diagnosing and differentiating the two. In this paper we review the pathopysiology of each entity and their diagnosis as well as treatment. The two conditions are then compared to appreciate the differences and similarities. Finally, suggestions are recommended for complete assessment.
KEYWORDS:

movement disorder; nocturnal leg cramp; periodic limb movement; restless leg syndrome; willis ekbom disease","PubMed"
"BACKGROUND: To investigate if the cramp threshold frequency ( CTF ) can be alter by electrical muscle stimulation in a shorten position. method: A total of 15 healthy male sport student be randomly allocate to a intervention ( IG, n? =? 10 ) and a non - treatment control group ( CG, n? =? 5 ). Calf muscle of both leg in the IG be stimulate equally twice a week over 6 week. The protocol be 3? 5 s on, 10 s off, 150 æs impulse width, 30 Hz above the individual CTF, and be at 85 % of the maximal tolerate stimulation energy. One leg be stimulate in a shorten position, induce muscle cramp ( CT ), while the opposite leg be fixate in a neutral position at the ankle, hinder muscle cramp ( nCT ). CTF test be perform prior to the first and 96 h after the 6 ( th ) ( 3 w ) and 12 ( th ) ( 6 w ) train session. result: After 3 w, the CTF have significantly ( p<0. 001 ) increase in CT calf from 23. 3ñ5. 7 Hz to 33. 3ñ6. 9 Hz, while it remain unchanged in nCT ( pre: 23. 6ñ5. 7 Hz, mid: 22. 3ñ3. 5 Hz ) and in both leg of the CG ( pre: 21. 8ñ3. 2 Hz, mid: 22. 0ñ2. 7 Hz ). Only CT see far insignificant increase in the CTF. The apply stimulation energy ( mAý? æs ) positively correlate with the effect on the CTF ( r? =? 0. 92; p<0. 001 ). conclusion: The present study may be useful for develop new non - pharmacological strategy to reduce cramp susceptibilit","BACKGROUND:

To investigate if the cramp threshold frequency (CTF) can be altered by electrical muscle stimulation in a shortened position.
METHODS:

A total of 15 healthy male sport students were randomly allocated to an intervention (IG, n?=?10) and a non-treatment control group (CG, n?=?5). Calf muscles of both legs in the IG were stimulated equally twice a week over 6 weeks. The protocol was 3?5 s on, 10 s off, 150 æs impulse width, 30 Hz above the individual CTF, and was at 85% of the maximal tolerated stimulation energy. One leg was stimulated in a shortened position, inducing muscle cramps (CT), while the opposite leg was fixated in a neutral position at the ankle, hindering muscle cramps (nCT). CTF tests were performed prior to the first and 96 h after the 6(th) (3 w) and 12(th) (6 w) training session.
RESULTS:

After 3 w, the CTF had significantly (p<0.001) increased in CT calves from 23.3ñ5.7 Hz to 33.3ñ6.9 Hz, while it remained unchanged in nCT (pre: 23.6ñ5.7 Hz, mid: 22.3ñ3.5 Hz) and in both legs of the CG (pre: 21.8ñ3.2 Hz, mid: 22.0ñ2.7 Hz). Only CT saw further insignificant increases in the CTF. The applied stimulation energy (mAý ? æs) positively correlated with the effect on the CTF (r?=?0.92; p<0.001).
CONCLUSIONS:

The present study may be useful for developing new non-pharmacological strategies to reduce cramp susceptibilit","PubMed"
"aim: The main aim of the case series be to inform far experimental research to determine the effectiveness of myofascial trigger point ( MTrP ) therapy for the treatment of triceps sura dysfunction. participant: Ten participant with triceps sura dysfunction be recruit ( 4 female and 6 male ); mean ageñstandard deviation=43ñ7. 1 year. method: participant be screen for inclusion / exclusion criterion and the follow outcome measure be assess at baseline and discharge; low extremity functional scale ( LEFS ), verbal numerical rate scale ( NRS ), MTrP prevalence, ankle dorsiflexion range of movement ( ROM ) and pressure pain threshold ( PPT ). Intervention involve trigger point ( TrP ) pressure release, self MTrP release and a home stretch programme. result: There be a high prevalence of active / latent MTrPs and possible myofascial pain syndrome ( mp ) for all 10 participant at baseline. Active MTrP prevalence decrease to 0 %, while latent MTrPs be still present at discharge. There be positive change in much outcome measure ( LEFS, NRS, ROM and PPT ) for all 10 participant. Short term to medium term treatment outcome ( 6 week post discharge ) show a overall mean LEFS increase of 11 point from 61 / 80 at baseline to 72 / 80 at discharge. CONCLUSION: This case series suggest that a brief course of multimodal MTrP therapy would be helpful for some patient with sub - acute or chronic calf pain. Important preliminary datum be gather, that will inform much rigorous research in this under investigate area. Copyright? 2013 Elsevier Ltd. All right reserve. keyword: Calf dysfunction; Case series; Myofascial trigger point therapy; Triceps sura","AIMS:

The main aim of the case series was to inform further experimental research to determine the effectiveness of myofascial trigger point (MTrP) therapy for the treatment of triceps surae dysfunction.
PARTICIPANTS:

Ten participants with triceps surae dysfunction were recruited (4 females and 6 males); mean ageñstandard deviation=43ñ7.1 years.
METHODS:

Participants were screened for inclusion/exclusion criteria and the following outcomes measures were assessed at baseline and discharge; lower extremity functional scale (LEFS), verbal numerical rating scale (NRS), MTrP prevalence, ankle dorsiflexion range of movement (ROM) and pressure pain threshold (PPT). Intervention involved trigger point (TrP) pressure release, self MTrP release and a home stretching programme.
RESULTS:

There was a high prevalence of active/latent MTrPs and possible myofascial pain syndrome (MPS) for all 10 participants at baseline. Active MTrP prevalence decreased to 0%, while latent MTrPs were still present at discharge. There were positive changes in most outcome measures (LEFS, NRS, ROM and PPT) for all 10 participants. Short term to medium term treatment outcomes (6 week post discharge) showed an overall mean LEFS increase of 11 points from 61/80 at baseline to 72/80 at discharge.
CONCLUSION:

This case series suggests that a brief course of multimodal MTrP therapy would be helpful for some patients with sub-acute or chronic calf pain. Important preliminary data was gathered, that will inform more rigorous research in this under investigated area.

Copyright ? 2013 Elsevier Ltd. All rights reserved.
KEYWORDS:

Calf dysfunction; Case series; Myofascial trigger point therapy; Triceps surae","PubMed"
"NTRODUCTION: Although highly prevalent and painful, night - time calf muscle cramp be poorly understand, and no treatment have show consistent efficacy or safety. method: One hundred sixty adult be recruit from New South wale, Australia, include 80 who have night - time calf cramp at less once per week and 80 age - and gender - match adult who do not. participant be assess use reliable test of low limb strength, flexibility, morphometrics, circulation, and sensation, and be question about health and lifestyle factor, diet, medication, exercise, symptomatology, sleep habit, and footwear. result: Conditional logistic regression identify 3 factor independently associate with night - time calf muscle cramp: muscle twitch ( OR 4. 6, 95 % CI 1. 6 - 15. 5, P = 0. 01 ); low limb tingle ( OR 4. 1, 95 % CI 1. 6 - 10. 3, P = 0. 003 ); and foot dorsiflexion weakness ( OR 1. 02, 95 % CI 1. 01 - 1. 03, P = 0. 002 ), which represent other measure of low limb weakness in the model. conclusion: Night - time calf muscle cramp be associate with marker of neurological dysfunction and potential musculoskeletal therapeutic target.","NTRODUCTION:

Although highly prevalent and painful, night-time calf muscle cramping is poorly understood, and no treatment has shown consistent efficacy or safety.
METHODS:

One hundred sixty adults were recruited from New South Wales, Australia, including 80 who had night-time calf cramping at least once per week and 80 age- and gender-matched adults who did not. Participants were assessed using reliable tests of lower limb strength, flexibility, morphometrics, circulation, and sensation, and were questioned about health and lifestyle factors, diet, medications, exercise, symptomatology, sleeping habits, and footwear.
RESULTS:

Conditional logistic regression identified 3 factors independently associated with night-time calf muscle cramps: muscle twitching (OR 4.6, 95% CI 1.6-15.5, P = 0.01); lower limb tingling (OR 4.1, 95% CI 1.6-10.3, P = 0.003); and foot dorsiflexion weakness (OR 1.02, 95% CI 1.01-1.03, P = 0.002), which represented other measures of lower limb weakness in the model.
CONCLUSIONS:

Night-time calf muscle cramps were associated with markers of neurological dysfunction and potential musculoskeletal therapeutic targets.","PubMed"
"PURPOSE: To evaluate the impact of nocturnal calf cramp ( a condition that affect one in two people over 60 year of age ) on quality of sleep and health - relate quality of life. method: Eighty adult who experience nocturnal calf cramp at less once per week and eighty age - and sex - match control who never experience nocturnal cramp be recruit from the great Newcastle and Central Coast region of New South wale, Australia. All participant complete the SF - 36v2 and the Medical outcome Study Sleep Survey ( mo - s ). result: People who experience nocturnal muscle cramp report much sleep disturbance ( p < 0. 001 ), little adequate sleep ( p = 0. 001 ), little quantity of sleep ( p = 0. 02 ) and much snore ( p = 0. 03 ). Both sleep problem summary index for the mo - s identify people who experience nocturnal muscle cramp as have much sleep problem than the control. People who experience nocturnal muscle cramp have low health - relate quality of life for the SF - 36 domain role physical ( p = 0. 007 ), bodily pain ( p = 0. 003 ) and general health ( p = 0. 02 ). SF - 36 domain that primarily relate to mental health be not significantly different between group. The impact of nocturnal calf cramp on health - relate quality of life be largely explain by their negative impact on quality of sleep. conclusion: Nocturnal calf muscle cramp be associate with substantially reduce quality of sleep and reduce physical aspect of health - relate quality of life.","PURPOSE:

To evaluate the impact of nocturnal calf cramping (a condition that affects one in two people over 60 years of age) on quality of sleep and health-related quality of life.
METHODS:

Eighty adults who experienced nocturnal calf cramp at least once per week and eighty age- and sex-matched controls who never experienced nocturnal cramp were recruited from the Greater Newcastle and Central Coast regions of New South Wales, Australia. All participants completed the SF-36v2 and the Medical Outcomes Study Sleep Survey (MOS-SS).
RESULTS:

People who experienced nocturnal muscle cramps reported more sleep disturbance (p < 0.001), less adequate sleep (p = 0.001), less quantity of sleep (p = 0.02) and more snoring (p = 0.03). Both sleep problem summary indices for the MOS-SS identified people who experienced nocturnal muscle cramp as having more sleep problems than the controls. People who experienced nocturnal muscle cramps had lower health-related quality of life for the SF-36 domains role physical (p = 0.007), bodily pain (p = 0.003) and general health (p = 0.02). SF-36 domains that primarily relate to mental health were not significantly different between groups. The impact of nocturnal calf cramps on health-related quality of life was largely explained by their negative impact on quality of sleep.
CONCLUSIONS:

Nocturnal calf muscle cramps are associated with substantially reduced quality of sleep and reduced physical aspects of health-related quality of life.","PubMed"
"A lot of drug can induce hypomagnesemia as side effect. On the other hand, magnesium deficiency may be a risk factor for digitalis and drug know to prolong the QT - interval and thus favour the development of torsades - de - pointes tachycardia. Controversely, the indication for much oral magnesium supplement in Germany be: prove magnesium deficiency if this be the cause for muscular trouble ( neuromuscular disturbance, calf cramp ). Due to this cutback magnesium attract poor attention in clinical practice and the determination of serum magnesium concentration be seldom order. Moreover, the low level of the reference range for serum magnesium be often keep too low. As a consequence hypomagnesemia as side effect remain frequently undetected.","A lot of drugs can induce hypomagnesemia as side effect. On the other hand, magnesium deficiency may be a risk factor for digitalis and drugs known to prolong the QT-interval and thus favour the development of torsades-de-pointes tachycardias. Controversely, the indication for most oral magnesium supplements in Germany is: proven magnesium deficiency if this is the cause for muscular troubles (neuromuscular disturbances, calf cramps). Due to this cutback magnesium attracts poor attention in clinical practice and the determination of serum magnesium concentrations is seldom ordered. Moreover, the lower level of the reference range for serum magnesium is often kept too low. As a consequence hypomagnesemia as side effect remains frequently undetected.","PubMed"
"Up to 60 percent of adult report that they have have nocturnal leg cramp. The recurrent, painful tighten usually occur in the calf muscle and can cause severe insomnia. The exact mechanism be unknown, but the cramp be probably cause by muscle fatigue and nerve dysfunction rather than electrolyte or other abnormality. Nocturnal leg cramp be associate with vascular disease, lumbar canal stenosis, cirrhosis, hemodialysis, pregnancy, and other medical condition. medication that be strongly associate with leg cramp include intravenous iron sucrose, conjugate estrogen, raloxifene, naproxen, and teriparatide. A history and physical examination be usually sufficient to differentiate nocturnal leg cramp from other condition, such as restless leg syndrome, claudication, myositis, and peripheral neuropathy. Laboratory evaluation and specialize test usually be unnecessary to confirm the diagnosis. limit evidence support treat nocturnal leg cramp with exercise and stretch, or with medication such as magnesium, calcium channel blocker, carisoprodol, or vitamin B ( 12 ). Quinine be no long recommend to treat leg cramp.","Up to 60 percent of adults report that they have had nocturnal leg cramps. The recurrent, painful tightening usually occurs in the calf muscles and can cause severe insomnia. The exact mechanism is unknown, but the cramps are probably caused by muscle fatigue and nerve dysfunction rather than electrolyte or other abnormalities. Nocturnal leg cramps are associated with vascular disease, lumbar canal stenosis, cirrhosis, hemodialysis, pregnancy, and other medical conditions. Medications that are strongly associated with leg cramps include intravenous iron sucrose, conjugated estrogens, raloxifene, naproxen, and teriparatide. A history and physical examination are usually sufficient to differentiate nocturnal leg cramps from other conditions, such as restless legs syndrome, claudication, myositis, and peripheral neuropathy. Laboratory evaluation and specialized testing usually are unnecessary to confirm the diagnosis. Limited evidence supports treating nocturnal leg cramps with exercise and stretching, or with medications such as magnesium, calcium channel blockers, carisoprodol, or vitamin B(12). Quinine is no longer recommended to treat leg cramps.","PubMed"
