abstract,source
"BACKGROUND:

Headache disorders are common worldwide, causing pain and disability. India appears to have a very high prevalence of migraine, and of other headache disorders in line with global averages. Our objective was to estimate the burdens attributable to these disorders in order to inform health policy.
METHODS:

In a door-to-door survey, biologically unrelated adults (18-65 years) were randomly sampled from urban and rural areas of Bangalore and interviewed by trained researchers. The validated structured questionnaire enquired into several aspects of burden.
RESULTS:

Of 2,329 participants (non-participation rate 7.4 %), 1,488 (63.9 %; 621 male, 867 female) reported headache in the preceding year. Symptom burden was high. Migraine (1-year prevalence 25.2 %) occurred on average on 28 days/year but, in 38.0 % of cases (ie, 9.6 % of adults), on ò3 days/month (ò10 % of days). All causes of headache on ò15 days/month (prevalence 3.0 %) occurred on a mean of 245 days/year. Both these and migraine were rated severe in intensity. Participants with headache lost 4.3 % of productive time; those with migraine lost 5.8 % (equating to 1.5 % from the adult population). Lost paid worktime accounted for 40 % of this, probably detracting directly from GDP. We estimated population-level disability attributable to migraine using the disability weight from GBD2010 for the ictal state (0.433). Mean disability per person with migraine was 1.8 %, reducing the functional capacity of the entire adult population by 0.46 %. Fewer than one quarter of participants with headache had engaged with health-care services for headache in the last year. Actual expenditure on headache care was greatest among those with headache on ò15 days/month (especially probable medication-overuse headache), but otherwise not high. Expressed willingness to pay for effective treatment for headache was higher, signalling dissatisfaction with current treatments.
CONCLUSIONS:

In Karnataka State, southern India, prevalent headache disorders, especially migraine, give rise to commensurately heavy burdens. Limited access to health care fails to alleviate these. Structured headache services, with their basis in primary care, are the most efficient, effective, affordable and equitable solution. They could be implemented within the health-care infrastructure of India and are likely to be cost-saving. This solution requires political will, itself dependent on awareness.
KEYWORDS:

Burden; Global campaign against headache; Headache disorders; Health policy; India; Medication-overuse headache; Migraine; South-East Asia; Tension-type headache; Willingness to pay",PubMed
"BACKGROUND:

Headache associated with menses is often not formally diagnosed.
OBJECTIVES:

The goal of this study was to evaluate patients with menstrual headache who had never previously been diagnosed with migraine and assign 1988 International Headache Society (IHS) diagnoses to their menstrual headaches. Secondary objectives included evaluation of the treatment efficacy of newly diagnosed menstrually related migraine (MRM) with sumatriptan 100 mg and patient satisfaction with sumatriptan versus satisfaction with previous therapy.
METHODS:

Patients were recruited via advertisement in a local daily newspaper, and headache diagnosis and eligibility criteria of respondents were assessed by telephone. During telephone screening, IHS criteria for headache were applied to symptoms described by patients as menstrual headache. Those with previously undiagnosed headaches who fulfilled criteria for migraine without or with aura (IHS 1.1 or 1.2) and all inclusion/exclusion criteria at visit 1 were provided with sumatriptan 100 mg to treat 1 MRM. Patients were instructed to treat their next MRM as early as possible after the onset of headache. A treatment diary was provided with study medication for documentation of headache pain severity and associated symptoms; time of treatment and response at 30, 60, and 90 minutes and at 2, 4, 24, and 48 hours posttreatment; medication for persistence or recurrence; adverse effects; and onset of menstrual cycle. In analysis, headache response was defined as a reduction in pretreatment head pain from moderate or severe to mild or no pain.
RESULTS:

A total of 153 patients responded to an advertisement seeking menstrual headache sufferers. After the preliminary screening by telephone, 105 patients were assigned IHS diagnoses based on reported symptoms associated with their menstrual headache. Overall, 63% (66/105) fulfilled criteria for IHS 1.1 (migraine without aura), 12% (13/105) met criteria for IHS 1.2 (migraine with aura), and 5% (5/105) met criteria for IHS 1.7 (migrainous disorder). Of the 79 patients meeting the criteria for IHS 1.1 or 1.2, 45 patients were enrolled. Thirty-nine (mean age, 34.8 years; mean duration of experiencing menstrual headaches, 11.1 years) of the 45 patients treated 1 MRM with sumatriptan 100 mg per protocol (6 patients were lost to follow-up or withdrew consent). Headache response was reported by 70% of patients at 2 hours and 86% at 4 hours. The pain-flee response after treatment at the moderate or severe phase occurred in 41% of patients at 2 hours and in 61% at 4 hours. All 39 patients reported previous use of nonsteroidal anti-inflammatory medications for acute treatment of headache; in addition, 1 of the 39 also took acetylsalicylic acid/caffeine/butalbital, 1 took acetaminophen/caffeine/butalbital, 1 took ketorolac, and 1 took acetaminophen plus codeine. In terms of patient satisfaction, 69% of patients were satisfied with sumatriptan versus 15% of patients who were satisfied with their previous therapy.
CONCLUSIONS:

Seventy-five percent of women with previously undiagnosed menstrual headaches met diagnostic criteria for migraine in this small sample. Two hours after treatment with sumatriptan 100 rag, 70% of patients with headaches treated at moderate to severe pain had a pain relief response (reduction to mild or no pain).",PubMed
"BACKGROUND:

Migraine is a common neurological problem associated with the highest burden amongst neurological conditions in terms of years lived with disability. Medications can be used as prophylaxis or rescue medicines, but are costly and not always effective. A range of psychological interventions have been developed to manage migraine.
OBJECTIVES:

The objective was to evaluate the efficacy and adverse events of psychological therapies for the prevention of migraine in adults.
SEARCH METHODS:

We searched CENTRAL, MEDLINE, Embase, PsycINFO and CINAHL from their inception until July 2018, and trials registries in the UK, USA, Australia and New Zealand for randomised controlled trials of any psychological intervention for adults with migraine.
SELECTION CRITERIA:

We included randomised controlled trials (RCTs) of a psychological therapy for people with chronic or episodic migraine, with or without aura. Interventions could be compared to another active treatment (psychological or medical), an attention-placebo (e.g. supportive counselling) or other placebo, routine care, or waiting-list control. We excluded studies where fewer than 15 participants completed each arm.
DATA COLLECTION AND ANALYSIS:

We extracted study characteristics and outcome data at post-treatment and the longest available follow-up. We analysed intervention versus control comparisons for the primary outcome of migraine frequency. We measured migraine frequency using days with migraines or number of migraine attacks measured in the four weeks after treatment. In addition, we analysed the following secondary outcomes: responder rate (the proportion of participants with a 50% reduction in migraine frequency between the four weeks prior to and the four weeks after treatment); migraine intensity; migraine duration; migraine medication usage; mood; quality of life; migraine-related disability; and proportion of participants reporting adverse events during the treatment. We included these variables, where available, at follow-up, the timing of which varied between the studies. We used the GRADE approach to judge the quality of the evidence.
MAIN RESULTS:

We found 21 RCTs including 2482 participants with migraine, and we extracted meta-analytic data from 14 of these studies. The majority of studies recruited participants through advertisements, included participants with migraine according to the International Classification of Headache Disorders (ICHD) criteria and those with and without aura. Most intervention arms were a form of behavioural or cognitive-behavioural therapy. The majority of comparator arms were no treatment, routine care or waiting list. Interventions varied from one 20-minute session to 14 hours of intervention. No study had unequivocally low risk of bias; all had at least one domain at high risk of bias, and 20 had two to five domains at high risk. Reporting of randomisation procedures and allocation concealment were at high or unclear risk of bias. We downgraded the quality of evidence for outcomes to very low, due to very serious limitations in study quality and imprecision. Reporting in trials was poor; we found no preregistrations stipulating the outcomes, or demonstrating equivalent expectations between groups. Few studies reported our outcomes of interest, most only reported outcomes post treatment; follow-up data were sparse.Post-treatment effectsWe found no evidence of an effect of psychological interventions for migraine frequency in number of migraines or days with migraine (standardised mean difference (SMD) -0.02, 95% confidence interval (CI) -0.17 to 0.13; 4 studies, 681 participants; very low-quality evidence).The responder rate (proportion of participants with migraine frequency reduction of more than 50%) was greater for those who received a psychological intervention compared to control: 101/186 participants (54%) with psychological therapy; 37/152 participants (24%) with control (risk ratio (RR) 2.21, 95% CI 1.63 to 2.98; 4 studies, 338 participants; very low-quality evidence). We found no effect of psychological therapies on migraine intensity (SMD -0.13, 95% CI -0.28 to 0.02; 4 studies, 685 participants). There were no data for migraine duration (hours of migraine per day). There was no effect on migraine medication usage (SMD -0.06, 95% CI -0.35 to 0.24; 2 studies, 483 participants), mood (mean difference (MD) 0.08, 95% CI -0.33 to 0.49; 4 studies, 432 participants), quality of life (SMD -0.02, 95% CI -0.30 to 0.26; 4 studies, 565 participants), or migraine-related disability (SMD -0.67, 95% CI -1.34 to 0.00; 6 studies, 952 participants). The proportion of participants reporting adverse events did not differ between those receiving psychological treatment (9/107; 8%) and control (30/101; 30%) (RR 0.16, 95% CI 0.00 to 7.85; 2 studies, 208 participants). Only two studies reported adverse events and so we were unable to draw any conclusions.We rated evidence from all studies as very low quality.Follow-upOnly four studies reported any follow-up data. Follow-ups ranged from four months following intervention to 11 months following intervention. There was no evidence of an effect on any outcomes at follow-up (very low-quality evidence).
AUTHORS' CONCLUSIONS:

This review identified 21 studies of psychological interventions for the management of migraine. We did not find evidence that psychological interventions affected migraine frequency, a result based on four studies of primarily brief treatments. Those who received psychological interventions were twice as likely to be classified as responders in the short term, but this was based on very low-quality evidence and there was no evidence of an effect of psychological intervention compared to control at follow-up. There was no evidence of an effect of psychological interventions on medication usage, mood, migraine-related disability or quality of life. There was no evidence of an effect of psychological interventions on migraine frequency in the short-term or long-term. In terms of adverse events, we were unable to draw conclusions as there was insufficient evidence. High and unclear risk of bias in study design and reporting, small numbers of participants, performance and detection bias meant that we rated all evidence as very low quality. Therefore, we conclude that there is an absence of high-quality evidence to determine whether psychological interventions are effective in managing migraine in adults and we are uncertain whether there is any difference between psychological therapies and controls.",PubMed
"BACKGROUND:

Though triptans are the most widely used acute treatments for migraine, response to treatment is sometimes suboptimal. Triptan therapy is often augmented by the addition of other acute treatments. The benefits of this practice have not been examined in large-scale, real-world observational studies.
OBJECTIVES:

To assess changes in headache-related disability associated with adding additional acute treatments to a triptan regimen by category of added treatment including: a second triptan, nonsteroidal anti-inflammatory drugs (NSAID), opioids or barbiturates.
METHODS:

Subjects were participants in the American Migraine Prevalence and Prevention study, a longitudinal, US population-based study of individuals with ""severe"" headache. Respondents who met International Classification of Headache Disorders 3 beta criteria for migraine were on triptan therapy per respondent self-report, used the same triptan, and provided headache-related disability data for at least 2 consecutive years. Subjects were divided based on headache days per month into 3 groups: low-frequency episodic migraine (LFEM, 0-4), moderate-frequency episodic migraine (MFEM, 5-9), and high-frequency episodic migraine/chronic migraine (HFEM/CM,?ò?10 headache days per month). HFEM and CM were combined into a single group for analyses because of sample size limitations. Patterns of acute treatment for migraine were monitored from one year to the next over the following couplets of years (2005-2006, 2006-2007, 2007-2008, and 2008-2009). The first eligible couplet was analyzed for each respondent. Medication regimens studied included: (1) maintaining current triptan use (consistent group); (2) adding a different triptan; (3) adding an NSAID; or (4) adding a combination analgesic containing opioids or barbiturates. We assessed change in Migraine Disability Assessment (MIDAS) score from the first to the second year of a couplet, contrasting scores of participants with consistent use with those who added an acute treatment to their triptan regimen.
RESULTS:

The study sample (N?=?2128) included 111 individuals who added another triptan, 118 who added an opioid or barbiturate, and 69 who added an NSAID, with referent groups of approximately 600 cases in each group who remained consistent. In general, MIDAS scores were higher among those who made changes from one year to the next compared with those who did not make changes in therapy. In fully adjusted models, adding triptans or NSAIDs was associated with increased disability for HFEM/CM cases at follow-up but decreased disability at follow-up for MFEM cases, resulting in significant interaction effects for both adding triptans and NSAIDs, respectively (15.88, 95% confidence interval [CI] 0.75, 31.01, 38.52, 95% CI 12.43, 64.61).
CONCLUSIONS:

While the effects of adding vs staying consistent on the outcome of headache-related disability varied by medication type added and headache frequency strata, in general, these results suggest that for individuals with migraine, adding acute therapies to current triptan use is generally not associated with reductions in headache-related disability. The results were strongest among persons with HFEM and CM. These results identify important unmet medical needs in current migraine management, especially among patients with high-frequency migraine, and suggest that alternative treatment strategies are needed to improve patient outcomes.",PubMed
"CONTEXT:

Headache experts have suggested that to improve the recognition of migraine, patients with a stable pattern of episodic, disabling headache and a normal physical exam should be considered to have migraine in the absence of contradictory evidence. The premise upon which this approach is based-that is, that episodic, recurrent primary headache in the clinic is usually migraine-has not been evaluated in prospective clinical studies.
OBJECTIVES:

To (1) evaluate the diagnoses of patients consulting their physician with primary episodic headache and (2) compare clinic diagnoses and patient self-diagnoses with International Headache Society (IHS) headache diagnoses assigned on the basis of longitudinal data from patient diaries.
DESIGN:

Prospective, open-label study. During the screening visit, patients self-reported a headache diagnosis and then were assigned a headache diagnosis by their physician following his or her customary practice. Patients with a new physician diagnosis of migraine or nonmigraine primary headache were given diaries to record headache symptoms for up to 3 months or 6 attacks. Members of an expert panel, unaware of the clinic diagnosis, used diary data to assign a headache diagnosis to each attack and to each patient.
SETTING:

One hundred twenty-eight (128) practices in 15 countries including the United States.
PATIENTS:

A total of 1203 male and female patients between 18 and 65 years of age who consulted their physician with headache as a primary or secondary complaint.
RESULTS:

Overall, 94% of patients with a physician diagnosis of nonmigraine primary headache or a new clinic diagnosis of migraine had IHS-defined migraine (76%) or probable migraine (migrainous) (18%) headache on the basis of longitudinal diary data. A new clinic diagnosis of migraine was almost always correct: 98% of patients with a clinic diagnosis of migraine had IHS-defined migraine (87% of patients) or probable migraine (11% of patients) headache on the basis of longitudinal diary data. On the other hand, review of diaries of patients with a clinic diagnosis of nonmigraine revealed that 82% of these patients had IHS-defined migraine (48%) or probable migraine (34%) headache. Altogether, one in four patients (25%) with IHS-defined migraine according to longitudinal diary data did not receive a clinic diagnosis of migraine.
CONCLUSIONS:

These findings support the diagnostic approach of considering episodic, disabling primary headaches with an otherwise normal physical exam to be migraine in the absence of contradictory evidence. If in doubt of diagnosis or when assigning a nonmigraine diagnosis, strong consideration should be given to the use of a diary to confirm primary headache diagnosis.",PubMed
"BACKGROUND:

During the past decade, the introduction of the second edition of the International Classification of Headache Disorders (ICHD-II) and the initiation of active campaigns to increase awareness of the high magnitude, burden, and impact of migraine have stimulated numerous studies of population-based data on the prevalence, correlates, and impact of migraine.
OBJECTIVE:

This paper provides an update of the literature on the worldwide epidemiology of migraine from studies that included the ICHD-II criteria. The aims of this paper are: (1) to review evidence regarding the magnitude of migraine; (2) to summarize information on the correlates and impact of migraine; and (3) to discuss the contributions, challenges, and future directions in the epidemiology of migraine. Evidence on the magnitude of migraine is divided into the following types of data: (1) prevalence rates of ICHD-II-defined migraine and tension-type headache from international population-based studies of adults; (2) the magnitude of migraine in U.S. studies; (3) ICHD-II-based international prevalence rates of ICHD-II-defined migraine in children; and (4) incidence rates of migraine from prospective longitudinal studies.
METHODS:

A comprehensive review of the literature on the prevalence of migraine subtypes and tension-type headache defined by ICHD-II criteria during the past decade was conducted and aggregate weighted rates across studies were derived.
RESULTS:

Across the 19 studies of adults that employed the ICHD-II criteria, the aggregate weighted estimates of the 12-month prevalence of definite migraine are 11.5%, and probable migraine of 7%, yielding a total of 18.5%. The cross-study weighted aggregate rate of migraine with aura is 4.4%, chronic migraine is 0.5%, and of tension-type headache is 13%. There has been even greater growth in international prevalence data on migraine in children, with a total of 21 studies of children that have employed the ICDH-II criteria. The aggregate weighted rate of definite migraine in children is 10.1% and migraine with aura is 1.6%. The well-established demographic correlates of migraine including the equal sex ratio in childhood, with increasing prevalence of migraine in females across adolescence to mid-adulthood were confirmed in these studies. Despite increasing effort to increase awareness of migraine, approximately 50% of those with frequent and/or severe migraine do not receive professional treatment.
CONCLUSIONS:

This review demonstrates that the descriptive epidemiology of migraine has reached its maturity. The prevalence rates and sociodemographic correlates have been stable across 50 years. These developments justify a shift in efforts to the application of the designs and methods of analytic epidemiology. Retrospective case-control studies followed by prospective cohort studies that test specific associations are likely to enhance our understanding of the predictors of incidence and progression of migraine, subtypes of migraine with differential patterns of onset and course, and specific environmental exposures that may have either causal or provocative influences on migraine etiology.",PubMed
"e conducted the first population-based migraine survey in Taipei, Taiwan, using a validated questionnaire administered by interviewers during the period from August 1997 to June 1998. Our target population comprised all individuals (age > or = 15 years) in 1400 randomly selected households. Migraine diagnoses were made according to the classification criteria of migraine without aura proposed by the International Headache Society, 1988, except that attacks with a duration of between 2 h and 4 h were also included. Of the 4434 eligible subjects in the 1211 respondent households, 3377 (76%) completed the questionnaire. After adjustment for age and sex distribution according to the population structure, the prevalence of migraine was 9.1% (F/M 14.4%/4.5%). Fifty-four percent of the subjects with migraine had consulted a physician about their headaches in the past year. However, only 18% of them reported that their migraine had been diagnosed by physicians. This study found that Taipei residents have the highest migraine prevalence of all Chinese populations studied, although it is still in the low range of prevalence compared with the results from Western countries.",PubMed
"This overview of the published epidemiological evidence of migraine helps to identify the size of the public-health problem that migraine represents. It also highlights the need for further epidemiological studies in many parts of the world to gain full understanding of the scale of clinical, economic and humanistic burdens attributable to it. This paper presents some of the work on migraine undertaken by the World Health Organization (WHO) in the Global Burden of Disease study conducted in 2000 and reported in the World Health Report 2001. Migraine was not included in the first Global Burden of Disease 1990. The paper also discussed the measurement of disability attributable to headache disorders using WHO ICF Classification. Using disability-adjusted life years (DALYs) as a summary measure of population health (which adds disability to mortality), WHO have shown that mental and neurological disorders collectively account for 30.8% of all years of healthy life lost to disability (YLDs) whilst migraine, one amongst these, alone accounts for 1.4% and is in the top 20 causes of disability worldwide. This information is combined with the increasingly widely accepted belief that disability and functioning are relevant parameters for monitoring the health of nations and that there is an increasing need to measure them. WHO's Classification of Functioning, Disability and Health (ICF) provides a model of human functioning and disability, as well as a classification system, that allows us to highlight and measure all dimensions of disability. ICF applied to headache disorders allows comparability with other health conditions as well as evaluation of the role of the environment as a cause of disability amongst people with headache. Migraine causes a large proportion of the non-fatal disease-related burden worldwide. Our knowledge of headache related burden is incomplete and it is necessary to add to it epidemiological studies in many parts of the world and to combine this with measurements of disability using both DALYs and WHO's ICF Classification. The work described here has been the base for the Global Campaign against Headache disorders: ""Lifting the Burden"", launched in 2004 jointly by WHO, IHS (International Headache Society), WHA (World Headache Alliance) and EHF (European Headache Federation).",PubMed
"BACKGROUND:

The prevalence of migraine headache varies somewhat across geographic regions. The last Canadian population-based study of migraine was in 1994. We report the findings of the Canadian Women and Migraine Survey. In addition to reporting migraine prevalence in Canadian women, the survey identified current consultation and treatment practices of women with migraine, and the psychological burden of migraine.
METHODS:

The survey was conducted with a population-based sample of 1210 women using standard telephone research methods. Headache diagnoses were based on the International Headache Society (IHS) Classification.
RESULTS:

Calculated prevalence of migraine headache was 26%. Only 51% of women with migraine had consulted a physician about their headaches. Women with migraines rely on over-the-counter medications and non-specific prescription medications. Less than 10% of women with migraine use triptans/dihydroergotamine for primary treatment. Ninety seven percent of women with migraine reported at least one psychosocial impact resulting from migraines.
CONCLUSIONS:

The prevalence of migraine in Canadian women appears static, and is again shown to be slightly higher than that reported in the United States. As in other epidemiologic studies, many women with migraine do not seek medical help for their headaches and perhaps as a result, few are using migraine-specific medications to treat their headaches. The impact of migraine on Canadian women is substantial with almost all women with migraine reporting adverse psychosocial effects of migraines on their lives.",PubMed
"OBJECTIVE:

To assess the rates and predictors of traversing steps essential to good medical care for chronic migraine, including: (1) medical consultation, (2) accurate diagnosis, and (3) minimal pharmacologic treatment. Candidate predictors included socioeconomic, demographic, and headache-specific variables.
BACKGROUND:

Previous research has established that barriers to effective management for episodic migraine include the absence of health insurance, lack of appropriate medical consultation, failure to receive an accurate diagnosis, and not being offered a regimen with acute and preventive treatments.
METHODS/DESIGN:

The Chronic Migraine Epidemiology and Outcomes (CaMEO) Study, a longitudinal web-based panel study of migraine, included a cross-sectional module focused on patterns of and barriers to medical care. Participants eligible for this analysis met the study criteria for chronic migraine, had evidence of headache-related disability, and provided data on health insurance status. The main outcomes in the current analysis included the proportion of respondents who sought consultation for headache with a designated healthcare professional, self-reported receiving a diagnosis of chronic or transformed migraine, and received minimal pharmacologic treatment for headache with a focus on prescribed acute and preventive treatments.
RESULTS:

In the CaMEO Study, 80,783 respondents provided study data, 16,789 (20.8% of respondents) met criteria for migraine, and 1476 (8.8% of those with migraine) met chronic migraine criteria. In total, 1254 participants (85.0% of those with chronic migraine) met inclusion criteria for this analysis. Of those, 512 respondents (40.8%) reported currently consulting with a healthcare professional for headache. Odds of consulting increased with increasing age (OR 1.02; 95% CI 1.01-1.03), body mass index (BMI) (OR 1.01; 95% CI 1.00-1.03), migraine-related disability (OR 1.02; 95% CI 1.00-1.04), and migraine severity (OR 1.16; 95% CI 1.11-1.22) and presence of health insurance (OR 4.61; 95% CI 3.05-6.96). Among those consulting a healthcare professional, 126 (24.6%) received an accurate diagnosis and 56 of those with a correct diagnosis (44.4%) received both acute and preventive pharmacologic treatments; odds of a CM diagnosis were higher for women (OR 1.93; 95% CI 1.03-3.61), those with greater migraine severity (OR 1.25; 95% CI 1.14-1.37), and those currently consulting a specialist (OR 2.38; 95% CI 1.54-3.69). No predictors of receiving appropriate treatment were identified among those currently consulting. Among our sample of people with chronic migraine, only 56 (4.5%) individuals successfully traversed the series of 3 barriers to successful chronic migraine care (ie, consulted a healthcare professional for migraine, received an accurate diagnosis, and were prescribed minimal acute and preventive pharmacologic treatments).
CONCLUSION:

Our findings suggest that <5% of persons with chronic migraine traversed 3 barriers to receiving care for headache (consultation, diagnosis, and treatment), representing a large unmet need for improving care in this population. Predictors of consulting a healthcare professional included age, having health insurance, greater migraine-related disability, and greater migraine symptom severity. Among those consulting, predictors of an appropriate diagnosis included consulting a specialist, female sex, and greater migraine severity. Public health efforts are needed to improve outcomes for patients with chronic migraine by a range of interventions and educational efforts aimed at improving consultation rates, diagnostic accuracy, and adherence to minimal pharmacologic treatment.

? 2016 The Authors Headache published by Wiley Periodicals, Inc. on behalf of American Headache Society.
KEYWORDS:

acute medication; barrier to care; chronic migraine; headache-related disability; migraine; preventive medication",PubMed
