abstract,source
"BACKGROUND:

Little is known about the neuromuscular morphometric characteristics in patients with sciatica.
OBJECTIVE:

To evaluate the possible changes of nerve and muscle structures in patients with low back pain with unilateral radiculopathy due to lumbar disc herniation by ultrasound imaging.
DESIGN:

A case-control observational study.
METHODS:

Forty individuals were divided into case (n?=?20; low back pain with unilateral radiculopathy due to disc herniation), and healthy control groups (n?=?20). The thickness of lumbar multifidus at L5 level, and of lower limb muscles (i.e., biceps femoris, medial gastrocnemius, and soleus) was measured during both rest and full contraction to calculate the rest/contraction ratio of these muscles. Additionally, the sciatic nerve cross-sectional area and the echogenicity of the nerve and muscles were measured based on ultrasound imaging. The association between severity of low back pain radiculopathy (i.e., pain and patients' perceived disability) and rest/contraction ratio was assessed.
RESULTS:

Patients with sciatica showed sciatic nerve enlargement, and different contraction ratios for multifidus (at L5)/ankle plantar flexors compared to the controls. The rest/contraction ratio for biceps femoris was similar between the two groups.
CONCLUSION:

According to these findings, ultrasound imaging can be considered a useful tool to detect changes in the sciatic nerve and muscles due to disc herniation. Furthermore, regarding the observation of significant changes in muscle rest/contraction ratio in the multifidus and gastrosoleus, one might attribute these changes to the nerve root compression.

Copyright ? 2019 Elsevier Ltd. All rights reserved.
KEYWORDS:

Chronic pain; Discopathy; Muscle thickness; Sciatic nerve; Sciatica; Ultrasonography",PubMed
"BACKGROUND:

The number of patients operated on for total knee arthroplasty (TKA) is growing worldwide. Outpatient surgery is defined by a length of stay (LOS) in the hospital of less than 12?h. This can be limited for TKA, with the efficient management of pain and perioperative complications, such as blood loss, affecting a safe hospital discharge. Outpatient TKA with a suitable protocol, including multimodal measures, could improve the success rate of this procedure. Among the main measures, single-shot sciatic nerve block in association with continuous femoral nerve block for pain control needs to be evaluated in outpatient TKA. Furthermore, to promote the safety of the postoperative period and to accelerate rehabilitation, patients who undergo ambulatory TKA could be discharged to a rehabilitation center on the day of surgery to screen adverse events and to optimize the rehabilitation process. This study is designed to assess the benefits of sciatic nerve block in postoperative pain relief for outpatient TKA.
METHODS/DESIGN:

This randomized prospective controlled study will be conducted in the knee unit of the teaching hospital of the Nice university and will include 40 patients undergoing primary unilateral outpatient TKA, discharged the day of surgery to a private rehabilitation center for enhanced recovery after surgery, after a hospital stay of less than 12?h. Before surgery, all patients will receive a continuous femoral nerve block with 2?mg/ml ropivacaine 20?ml, and then patients will be randomly assigned to receive or not receive a single-shot sciatic nerve block with 2?mg/ml ropivacaine, 20?ml. The primary outcome measure is the success rate of outpatient TKA. This rate is defined by patients discharged from the hospital to a rehabilitation center the day of surgery with no re-hospitalization due to insufficient pain control before the fifth postoperative day. Secondary outcomes include the incidence of major and minor adverse events during the first five postoperative days and measurement of the quality of recovery using the Knee injury and Osteoarthritis Outcome Score and the new International Knee Society scores plus the Quality of Recovery-40 questionnaire.
DISCUSSION:

The assessment of anesthesia and rehabilitation protocols enabling major orthopedic surgery, such as TKA, is necessary. This randomized controlled study will address the hypothesis that a suitable multimodal protocol including sciatic nerve block could improve pain control and thus improve the success rate of outpatient TKA.
TRIAL REGISTRATION:

EudraCT, 2016-000226-19. Registered on 15 April 2016.
KEYWORDS:

Outpatient procedure; Randomized controlled study; Sciatic nerve block; Total knee arthroplasty",PubMed
"BACKGROUND:

Local infiltration anaesthesia (LIA) was introduced as an innovative analgesic procedure for enhanced recovery after primary total knee arthroplasty (TKA). However, LIA has never been compared with analgesia based on an adductor canal catheter and a single-shot sciatic nerve block.
OBJECTIVE:

To evaluate two analgesic regimens for TKA comparing mobility, postoperative pain and patient satisfaction.
DESIGN:

Two-group randomised, controlled clinical trial.
SETTING:

Charit‚-Universit„tsmedizin Berlin, Campus Charit‚ Mitte, Germany between April and August 2017.
PATIENTS:

Adults undergoing primary TKA under general anaesthesia were eligible for study participation. Exclusion criteria were heart insufficiency (New York Heart Association class >2), liver insufficiency (Child Pugh Score >B), evidence of diabetic polyneuropathy, severe obesity (BMI?>?40?kg?m), chronic opioid therapy for more than 3 months before scheduled surgery and allergy to local anaesthetics.
INTERVENTIONS:

Nerve block patients group (n=20) underwent surgery with two ultrasound-guided regional anaesthesia blocks: a single-shot sciatic nerve block with 20?ml of ropivacaine 0.75% combined with an adductor canal block with a catheter placed for less than 4 days with an infusion of ropivacaine 0.2% at a rate of 6?ml?h. LIA patients (LIA group, n=20) received LIA of the knee capsule at the end of surgery with 150?ml of ropivacaine 0.2%.
MAIN OUTCOME MEASURES:

The primary endpoint was postoperative time to patient mobilisation (ability to walk) on the ward.
RESULTS:

Baseline characteristics were similar in each study group. Patients in both groups were mobilised to walk after TKA in similar time frames (LIA 24.0?h versus nerve block 27.1?h, 95% CI of difference -9.6 to 3.3?h). Maximum postoperative pain scores on exertion were higher in LIA patients with a mean 1.3 of 10 numerical rating scale points (95% CI 0.3 to 2.3, P?=?0.010) as were intra-operative opioid requirements (LIA median 107 [IQR 100 to 268]?mg versus nerve block median 78 [60 to 98]?mg, P?<?0.001). Patient satisfaction, postoperative oral morphine-equivalents and resting pain levels were comparable between groups. Anaesthesia induction time was reduced in LIA patients (LIA 10?min versus nerve block 35?min, 95% CI of difference 13 to 38?min, P?<?0.001).
CONCLUSION:

Both analgesic regimens allow early mobilisation after TKA with high patient satisfaction. LIA shortened peri-operative time. Further research is required to optimise especially pain control during the later postoperative period with LIA.
CLINICAL TRIAL REGISTRATION:

Clinicaltrials.gov identifier NCT03114306.",PubMed
"Piriformis syndrome (PS) is a rare etiology of extra-spinal sciatica in which pathologies associated with or around the piriformis muscle (PM) irritate the adjacent sciatic nerve (SN), however, there is scarcity in the literature regarding its exact etiologies, thus, we performed a retrospective study to elucidate the epidemiology of PS and assess various causes of the syndrome. Our study included patients assessed at our institution who presented with sciatica of non-spinal origin between May 2014 and December 2015. Radiology reports of all patients who received pelvic MRI were examined for positive findings involving PM and SN. Of the 143 patients recognized with sciatica and negative lumbar pathology, 24 patients (17%) exhibited positive PM and SN findings. Average patient age was 50.0?ñ?15.1?years (range: 21-75), and 17 were female. Seven patients (5%; 4M/3F) presented with tumor, seven patients (5%) had chronic inflammatory changes, one patient had SN adhesions to obturator muscle, three patients (2%, 3F) had aberrant anatomy, and the remaining patients had positive MRI findings, such as nerve atrophy or PM hypertrophy without identifiable cause. Seven patients received steroid injections in the peri-sciatic fossa, and four displayed poor response. Our findings suggested possible trends in extra-spinal sciatica. Affected males appeared more likely to present with tumor, while affected females were more likely to present younger, but with aberrant anatomy. Steroid injections appeared to be suboptimal in most cases. Pelvic MRI is helpful in patients with sciatica and negative spine imaging to rule out neoplastic involvement.

Copyright ? 2018 Elsevier Ltd. All rights reserved.
KEYWORDS:

Epidemiology; Neoplasm; Piriformis syndrome; Sciatic nerve",PubMed
"Two patients with diffuse large B-cell lymphoma relapsing as neurolymphomatosis diagnosed on FDG PET/CT are presented. Both patients were treated initially with chemotherapy and had a complete metabolic response. Patient 1 represented with lower-limb pain. An FDG PET/CT demonstrated intense uptake throughout the sciatic nerves bilaterally extending distally with relapse confirmed on biopsy. Patient 2 represented to hospital with worsening mobility, neuropathic pain, and facial asymmetry. An FDG PET/CT demonstrated relapse within the spinal cord, left sciatic nerve, and facial nerve branches. Neurolymphomatosis is an uncommon finding on FDG PET/CT and can be the only site of relapse.",PubMed
"BACKGROUND:

Many studies on transcutaneous electrical nerve stimulation (TENS) had been undertaken to explore its pain relieving efficiency on several medicals/surgical conditions but none, specifically, had been carried out to determine the effect it has on post-injection sciatic pain (PISP) which comes about from wrong administration of intramuscular pain. This study aims to assess the effects of TENS in the management of PISP.
METHODS:

A total of 72 PISP subjects comprising 40 test subjects and 32 control subjects participated in a non-randomized controlled clinical trial in the current study. Participants were recruited from Department of Physiotherapy, Nnamdi Azikiwe University Teaching Hospital, Nnewi and Landmark Physiotherapy Services, Nnewi. The participants were however blinded to the intervention method they will receive before being allotted conveniently to test/experimental group (TG) or control group (CG). A written informed consent was obtained from participants before enrollments in the study. TENS and sham TENS (STENS) was applied to 40 test and 32 subjects respectively, 3 times a week, and 1 hour per session for the 10?weeks the study lasted. The Visual Analogue Scale was used to collect baseline data as well as those of 2nd, 4th, 6th, 8th and 10th weeks after TENS and STENS interventions. The data analysis was performed with the Descriptive statistic of Mean?ñ?SD, mean comparison test, repeated analysis of variance and paired wise t-test. Statistical level of significance was set at P?<?0.05.
RESULT:

Results of repeated measure ANOVA showed that the pain level among participants in the treatment group at the end (after 10 weeks) of the intervention was significantly lower than that of their counterparts in the control group (F?=?16.26; p?=?0.01); with the intervention accounting for the 19% of the variance. The effect size (partial eta squared)?=?0.19.
CONCLUSION:

The outcome of this research has proved the effectiveness of TENS in the management of PISP and is being recommended in the management of PISP.
TRIAL REGISTRATION:

Pan Africa Clinical Trial Registry ( PACTR201805003408271 ). The study was registered retrospectively on the 29th May, 2018.
KEYWORDS:

Post-injection sciatic pain; Sciatic nerve; Sham TENS; Transcutaneous electrical nerve stimulation",PubMed
"AM1710 (3-(1,1-dimethyl-heptyl)-1-hydroxy-9-methoxy-benzo(c) chromen-6-one), a cannabilactone cannabinoid receptor 2 (CB2) agonist, suppresses chemotherapy-induced neuropathic pain in rodents without producing tolerance or unwanted side effects associated with CB1 receptors; however, the signaling profile of AM1710 remains incompletely characterized. It is not known whether AM1710 behaves as a broad-spectrum analgesic and/or suppresses the development of opioid tolerance and physical dependence. In vitro, AM1710 inhibited forskolin-stimulated cAMP production and produced enduring activation of extracellular signal-regulated kinases 1/2 phosphorylation in human embryonic kidney (HEK) cells stably expressing mCB2. Only modest species differences in the signaling profile of AM1710 were observed between HEK cells stably expressing mCB2 and hCB2. In vivo, AM1710 produced a sustained inhibition of paclitaxel-induced allodynia in mice. In paclitaxel-treated mice, a history of AM1710 treatment (5 mg/kg per day ? 12 day, i.p.) delayed the development of antinociceptive tolerance to morphine and attenuated morphine-induced physical dependence. AM1710 (10 mg/kg, i.p.) did not precipitate CB1 receptor-mediated withdrawal in mice rendered tolerant to ?9-tetrahydrocannabinol, suggesting that AM1710 is not a functional CB1 antagonist in vivo. Furthermore, AM1710 (1, 3, 10 mg/kg, i.p.) did not suppress established mechanical allodynia induced by complete Freund's adjuvant (CFA) or by partial sciatic nerve ligation (PSNL). Similarly, prophylactic and chronic dosing with AM1710 (10 mg/kg, i.p.) did not produce antiallodynic efficacy in the CFA model. By contrast, gabapentin suppressed allodynia in both CFA and PSNL models. Our results indicate that AM1710 is not a broad-spectrum analgesic agent in mice and suggest the need to identify signaling pathways underlying CB2 therapeutic efficacy to identify appropriate indications for clinical translation.",PubMed
"BACKGROUND:

Piriformis syndrome (PS) is an entrapment of the sciatic nerve by the piriformis muscle, or myofascial pain from the piriformis muscle.
OBJECTIVE:

The aim of this study was to investigate the effectiveness of Mannitol plus Vitamins B regime in the management of PS.
METHODS:

Twenty two patients were included in this study and received 250 ml of mannitol 20% intravenous infusion for 5 days + Vitamins B (vitamin B1 10 mg + vitamin B2 10 mg + vitamin B12 50 ?g PO) for 6 weeks. Clinical outcomes were assessed systematically by clinical tests (tenderness, FAIR test, Beatty's, Freiberg's and Pace's maneuver), Numeric Rating Scale (NRS), Likert Analogue Scale (LAS), and MR examination.
RESULTS:

The clinical evaluations showed a significant reduction (p< 0.05) of tenderness, FAIR test, Beatty's maneuver, Freiberg's maneuver and Pace's maneuver when compared with baseline evaluation during the 3rd and 6th month follow-ups. A statistically significant improvement of pain was measured by NRS at resting (p< 0.001), at night (p< 0.001) and during activities (p< 0.001) and LAS with prolonged sitting (p< 0.001), standing (p< 0.001) and lying (p< 0.001). Concomitantly, swelling of SN revealed a significant reduction (p= 0.003) from 86.4% to 18.2%.
CONCLUSIONS:

Mannitol plus Vitamins B is effective in the management of piriformis syndrome and it could be an alternative regime in treating PS.",PubMed
"Background:

Ultrasound imaging has been suggested for studying the structure and function of nerves and muscles; however, reliability studies are limited to support the usage. The main aim of this study was to explore the intrarater within-session reliability of evaluating the sciatic nerve and some related muscles morphology by ultrasound imaging.
Methods:

Three B-mode images from two scans (transverse and longitudinal) were acquired from the multifidus, biceps femoris, soleus and medial gastrocnemius muscles bilaterally from 15 participants with sciatica and 15 controls in one session, 1-h apart. The data were collected from March to July 2017. Contraction ratio was measured only by longitudinal scan, while the echo intensity was measured using maximum rectangular region of interest in two scans (transverse and longitudinal) for all muscles. Cross-sectional area, direct (tracing) and indirect (ellipsoid formula) methods were used to measure the sciatic nerve. Intraclass correlation coefficient (ICC 3,1), standard error of measurement and minimal detectable change were calculated.
Results:

Good to high ICCs (0.80-0.96) were found for muscle contraction ratio in the longitudinal scans in all the muscles in both sciatica and control groups. For echo intensity measurements ICCs ranged from moderate to high, with higher ICCs seen with the maximum region of interest in the transverse scans. The minimal detectable change values ranged between 0.11 and 0.53 cm for contraction ratio.
Conclusions:

Ultrasound imaging has high intrarater within-session reliability for assessing the sciatic nerve Cross-sectional area and muscle contraction ratios. Transverse scans with the maximum region of interest result in higher reliability. The sciatic Cross-sectional area is most accurately measured utilizing the direct tracing method rather than the indirect ellipsoid method.
KEYWORDS:

Low back pain; Reproducibility; Sciatic nerve; Skeletal muscle; Ultrasonography",PubMed
"The piriformis muscle is clinically implicated in pain disorders, posterior approaches for total hip arthroplasty, and iatrogenic injury to the muscle and the surrounding nerves. The piriformis muscle has been said to receive innervation from L5 to S3 ventral rami with most sources using S1 and S2 ventral rami as the most common innervation this muscle. However, descriptions of the nerve in the literature are vague. Therefore, the aim of this study was to clarify the anatomy of the nerve supply to the piriformis muscle. Twenty sides from ten fresh-frozen cadavers were studied. Specifically, via anterior dissection of the sacral plexus, branches to the piriformis were identified. Once identified, the nerves to the piriformis muscle were traced proximally to clarify their origin. Nerves supplying the piriformis muscle existed on all sides. On 80% of sides, the piriformis was innervated by two to three nerves. The origin of these nerves was from the superior gluteal nerve on 14 sides (70%), inferior gluteal nerve on one side (5%), L5 ventral ramus on one side (5%), S1 ventral ramus on 17 sides (85%), and S2 ventral ramus on 14 sides (70%), respectively. The most common nerve branches to the piriformis are from the superior gluteal nerve, and the ventral rami of S1 and S2. Based on our study, a single ""nerve to piriformis"" does not exist in the majority of specimens thus this term should be abandoned. Clin. Anat. 32:282-286, 2019.

? 2018 Wiley Periodicals, Inc.
KEYWORDS:

anatomy; cadaver; low back pain; piriformis syndrome; sacral plexus; sacroiliac joint; sciatica",PubMed
